propertyType,status,price,priceByArea,size,rooms,bathrooms,floor,neighborhood,address,district,province,municipality,exterior,hasLift,hasPlan,has3DTour,has360,distance
flat,good,645.0,6.0,104.0,2,2,2,,sabina,,Guadalajara,Yebes,True,True,False,False,False,54019
flat,good,750.0,7.0,104.0,2,2,bj,,Sabina,,Guadalajara,Yebes,True,True,False,False,False,54032
studio,good,700.0,14.0,51.0,0,1,bj,Pinar del Rey,Cutanga,Hortaleza,Madrid,Madrid,True,False,False,False,False,8471
flat,good,670.0,11.0,61.0,1,1,bj,,Isla de Lobeira,Parque de la Coruña - Las Suertes,Madrid,Collado Villalba,True,True,False,False,False,35136
flat,good,700.0,9.0,75.0,2,2,3,,Calle Walt Disney,Las Lomas-Salinera-La Muñeca,Guadalajara,Guadalajara,True,True,False,False,False,53378
flat,good,750.0,9.0,80.0,2,1,4,,Hierro,Zona Estación,Madrid,Valdemoro,True,True,False,False,False,25085
countryHouse,good,750.0,2.0,341.0,2,1,,,sexta bandera,,Toledo,Las Ventas de Retamosa,False,,False,False,False,45173
studio,good,740.0,22.0,33.0,0,1,bj,Canillas,Pedroñeras,Hortaleza,Madrid,Madrid,True,True,False,False,False,8322
flat,good,750.0,7.0,110.0,4,2,1,,Río Guadiana,El Mirador,Madrid,Colmenar Viejo,True,False,False,False,False,27976
flat,good,750.0,12.0,62.0,2,1,3,Portazgo,barrio Portazgo,Puente de Vallecas,Madrid,Madrid,True,False,True,False,False,5703
studio,good,750.0,11.0,70.0,0,1,bj,,"Avenida Matapiñonera, 11",Pol. Industrial sur,Madrid,San Sebastián de los Reyes,True,True,False,False,False,16273
studio,good,650.0,23.0,28.0,0,1,bj,Quintana,Calle de Federico Gutiérrez,Ciudad Lineal,Madrid,Madrid,True,False,False,False,False,5399
flat,good,625.0,12.0,51.0,1,1,2,,Avenida de Atenas,Centro,Madrid,Arganda,True,True,False,False,False,25010
flat,good,700.0,20.0,35.0,1,1,bj,Jerónimos,Avenida de Menéndez Pelayo,Retiro,Madrid,Madrid,True,True,False,False,False,2266
flat,good,525.0,9.0,57.0,1,1,2,,Caridad del Cobre,Parque - Ctra de Ugena,Toledo,Illescas,True,True,False,False,False,34558
flat,good,750.0,8.0,95.0,2,2,1,,Calle Praofuentes,,Madrid,Colmenarejo,True,False,False,False,False,30759
flat,good,600.0,5.0,120.0,2,2,bj,,Calle José Antonio Andrés Rodríguez,,Guadalajara,Yebes,True,True,False,False,False,54075
flat,good,725.0,7.0,108.0,3,2,1,,Avenida de España,,Guadalajara,Alovera,True,True,False,False,False,42596
studio,good,600.0,24.0,25.0,0,1,bj,Pradolongo,Calle San Basilio,Usera,Madrid,Madrid,False,False,False,False,False,3812
flat,good,480.0,6.0,80.0,2,1,1,,Las Ventas de Retamosa,,Toledo,Las Ventas de Retamosa,True,False,False,False,False,45337
flat,good,750.0,8.0,89.0,2,2,2,,Calle Fuenlabrada,San Isidro,Madrid,Getafe,True,True,False,False,False,12878
flat,good,700.0,13.0,55.0,1,1,1,,Negrillos,Valdemorillo pueblo,Madrid,Valdemorillo,True,True,False,False,False,32004
flat,good,750.0,8.0,90.0,3,2,2,,Campo Real,,Madrid,Campo Real,True,True,False,False,False,28736
flat,good,750.0,16.0,48.0,2,1,2,Pilar,Calle de Sarria,Fuencarral,Madrid,Madrid,True,True,False,False,False,6832
flat,good,625.0,11.0,57.0,2,1,bj,,de las flores,Centro,Madrid,Aranjuez,True,False,False,False,False,43647
flat,good,750.0,16.0,46.0,1,1,1,,Centro Urbano,Centro Urbano,Madrid,San Sebastián de los Reyes,True,False,True,False,False,16127
flat,good,695.0,12.0,59.0,1,1,4,Butarque,"Calle de Berrocal, 52",Villaverde,Madrid,Madrid,True,True,False,False,False,8595
flat,good,450.0,11.0,40.0,1,1,1,,Calle de la iglesia,,Madrid,Robledo de Chavela,True,False,False,False,False,46273
flat,good,720.0,12.0,58.0,2,1,bj,Casco Antiguo,Calle malaga,Centro,Madrid,Alcorcón,True,False,False,False,False,13451
flat,good,745.0,10.0,73.0,2,1,2,,Calle de Honduras,Las Sedas - El Olivar,Madrid,Alcalá de Henares,True,True,False,True,False,28800
flat,good,720.0,10.0,69.6,2,1,2,,Calle de Honduras,Las Sedas - El Olivar,Madrid,Alcalá de Henares,True,True,False,True,False,28624
flat,good,750.0,14.0,55.0,2,1,1,Tres Olivos - Valverde,Calle Isidro Fernandez,Fuencarral,Madrid,Madrid,True,False,False,False,False,7462
studio,good,720.0,15.0,48.0,0,1,1,Concepción,"Calle Hernández Iglesias, 9",Ciudad Lineal,Madrid,Madrid,True,True,False,False,False,5808
studio,good,725.0,16.0,44.0,0,1,8,Chueca-Justicia,"Calle de Churruca, 2",Centro,Madrid,Madrid,False,True,False,False,False,1140
flat,good,750.0,9.0,80.0,2,1,5,Butarque,"Calle de Berrocal, 3",Villaverde,Madrid,Madrid,False,True,False,False,False,8011
flat,good,550.0,6.0,86.0,2,1,1,,Calle Malacuera,,Madrid,Torrelaguna,True,True,False,False,False,47448
flat,good,640.0,9.0,69.0,2,1,2,,"Calle Gonzalo de Berceo, 16",,Madrid,Villalbilla,True,True,False,False,False,29311
flat,good,700.0,13.0,54.0,1,1,1,,Calle Núñez de Balboa,Getafe Centro,Madrid,Getafe,True,True,True,False,True,11656
flat,good,700.0,12.0,59.0,1,1,6,Pau de Carabanchel,"Calle de las Trompas, 40",Carabanchel,Madrid,Madrid,True,True,False,False,False,7529
flat,good,700.0,9.0,75.0,2,1,1,,"Calle Alonso Sánchez, 6",Pryconsa - Poligono Europa,Madrid,Alcalá de Henares,True,False,False,False,False,30359
flat,good,695.0,11.0,62.0,2,1,3,,"Calle de Isabel Rosillo, 11",Alcobendas Centro,Madrid,Alcobendas,False,False,False,False,False,15162
